"cue","feature","pos","lemma"
"dish","Gordon","name","gordon"
"dish","Ramsey","name","ramsey"
"dish","dish","noun","dish"
"dish","something","noun","something"
"dish","eat","verb","eat"
"dish","food","noun","food"
"dish","can","modal","can"
"dish","also","adverb","also"
"dish","known","verb","know"
"dish","type","noun","type"
"dish","food","noun","food"
"dish","example","noun","example"
"dish","pasta","noun","pasta"
"dish","dish","noun","dish"
"dish","dirty","adjective","dirty"
"dish","annoying","verb","annoy"
"dish","clean","verb","clean"
"dish","helpful","adjective","helpful"
"dish","specific","adjective","specific"
"dish","food","noun","food"
"dish","put","verb","put"
"dish","food","noun","food"
"dish","type","noun","type"
"dish","bowl","noun","bowl"
"dish","container","noun","container"
"dish","hold","verb","hold"
"dish","food","noun","food"
"dish","usually","adverb","usually"
"dish","glass","noun","glass"
"dish","can","modal","can"
"dish","decorated","verb","decorate"
"dish","washed","verb","wash"
"dish","frequently","adverb","frequently"
"dish","variety","noun","variety"
"dish","sizes","noun","size"
"dish","beauty","noun","beauty"
"dish","beast","noun","beast"
"dish","clean","adjective","clean"
"dish","dinner","noun","dinner"
"dish","food","noun","food"
"dish","type","noun","type"
"dish","food","noun","food"
"dish","restaurant","noun","restaurant"
"dish","dinning","verb","din"
"dish","room","noun","room"
"dish","breakable","adjective","breakable"
"dish","senior","adjective","senior"
"dish","grandma","noun","grandma"
"dish","object","noun","object"
"dish","used","verb","use"
"dish","serve","verb","serve"
"dish","food","noun","food"
"dish","eat","verb","eat"
"dish","food","noun","food"
"dish","set","verb","set"
"dish","table","noun","table"
"dish","family","noun","family"
"dish","group","noun","group"
"dish","sits","verb","sit"
"dish","eat","verb","eat"
"dish","meal","noun","meal"
"dish","comes","verb","come"
"dish","many","adjective","many"
"dish","different","adjective","different"
"dish","shapes","noun","shape"
"dish","sizes","noun","size"
"dish","colors","noun","color"
"dish","includes","verb","include"
"dish","things","noun","thing"
"dish","like","preposition","like"
"dish","plates","noun","plate"
"dish","bowls","verb","bowl"
"dish","cups","noun","cup"
"dish","glasses","noun","glass"
"dish","object","noun","object"
"dish","used","verb","use"
"dish","holding","verb","hold"
"dish","food","noun","food"
"dish","people","noun","people"
"dish","eat","verb","eat"
"dish","can","modal","can"
"dish","either","determiner","either"
"dish","plastic","noun","plastic"
"dish","glass","noun","glass"
"dish","utensil","noun","utensil"
"dish","container","noun","container"
"dish","used","verb","use"
"dish","cooking","noun","cooking"
"dish","eating","adjective","eating"
"dish","plates","noun","plate"
"dish","Tupperware","name","tupperware"
"dish","etc","foreign","etc"
"dish","television","noun","television"
"dish","network","noun","network"
"dish","also","adverb","also"
"dish","term","noun","term"
"dish","usually","adverb","usually"
"dish","used","verb","use"
"dish","verb","noun","verb"
"dish","used","verb","use"
"dish","describe","verb","describe"
"dish","something","noun","something"
"dish","talked","verb","talk"
"dish","gossiped","verb","gossip"
"dish","don","noun","don"
"dish","t","noun","t"
"dish","dish","noun","dish"
"dish","friend","noun","friend"
"dish","serving","verb","serve"
"dish","vessel","noun","vessel"
"dish","plate","noun","plate"
"dish","bowl","verb","bowl"
"dish","round","noun","round"
"dish","plate","noun","plate"
"dish","made","verb","make"
"dish","glass","noun","glass"
"dish","usually","adverb","usually"
"dish","hot","adverb","hot"
"dish","food","noun","food"
"dish","oven","noun","oven"
"dish","cooked","verb","cook"
"dish","plate","noun","plate"
"dish","bowl","verb","bowl"
"dish","fork","noun","fork"
"dish","spoon","noun","spoon"
"dish","knife","verb","knife"
"dish","plate","noun","plate"
"dish","food","noun","food"
"dish","party","noun","party"
"dish","pastry","noun","pastry"
"dish","dish","noun","dish"
"dish","dinner","noun","dinner"
"dish","dish","noun","dish"
"dish","dirty","adjective","dirty"
"dish","dishes","noun","dish"
"dish","deep","adverb","deep"
"dish","dish","verb","dish"
"dish","bowl","noun","bowl"
"dish","sort","noun","sort"
"dish","can","modal","can"
"dish","dish","verb","dish"
"dish","information","noun","information"
"dish","kitchen","noun","kitchen"
"dish","item","noun","item"
"dish","used","verb","use"
"dish","eat","verb","eat"
"dish","many","adjective","many"
"dish","round","noun","round"
"dish","can","modal","can"
"dish","square","adjective","square"
"dish","many","adjective","many"
"dish","different","adjective","different"
"dish","shapes","noun","shape"
"dish","colors","noun","color"
"dish","use","verb","use"
"dish","soap","noun","soap"
"dish","wash","verb","wash"
"dish","flat","adjective","flat"
"dish","object","noun","object"
"dish","holds","verb","hold"
"dish","food","noun","food"
"dish","plate","noun","plate"
"dish","platter","noun","platter"
"dish","NULL ","name","null"
"doll","young","adjective","young"
"doll","girls","noun","girl"
"doll","play","verb","play"
"doll","toy","adjective","toy"
"doll","rag","noun","rag"
"doll","doll","noun","doll"
"doll","baby","noun","baby"
"doll","doll","noun","doll"
"doll","barbie","noun","barbie"
"doll","falls","verb","fall"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","love","verb","love"
"doll","pretty","adverb","pretty"
"doll","perfect","adjective","perfect"
"doll","wears","verb","wear"
"doll","dresses","noun","dress"
"doll","used","verb","use"
"doll","play","verb","play"
"doll","people","noun","people"
"doll","cute","adjective","cute"
"doll","toy","noun","toy"
"doll","girls","noun","girl"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","toy","noun","toy"
"doll","plastic","noun","plastic"
"doll","toy","noun","toy"
"doll","person","noun","person"
"doll","toy","noun","toy"
"doll","girls","noun","girl"
"doll","barbie","noun","barbie"
"doll","dolls","noun","doll"
"doll","toy","noun","toy"
"doll","children","noun","child"
"doll","usually","adverb","usually"
"doll","female","adjective","female"
"doll","entertainment","noun","entertainment"
"doll","can","modal","can"
"doll","collected","verb","collect"
"doll","toy","adjective","toy"
"doll","miniature","adjective","miniature"
"doll","person","noun","person"
"doll","girls","noun","girl"
"doll","play","verb","play"
"doll","usually","adverb","usually"
"doll","toy","noun","toy"
"doll","made","verb","make"
"doll","plastic","noun","plastic"
"doll","fabric","noun","fabric"
"doll","toy","noun","toy"
"doll","girly","adjective","girly"
"doll","toy","noun","toy"
"doll","girl","noun","girl"
"doll","barbie","noun","barbie"
"doll","toy","noun","toy"
"doll","friend","noun","friend"
"doll","toy","noun","toy"
"doll","stooped","verb","stoop"
"doll","girls","noun","girl"
"doll","fun","noun","fun"
"doll","blow","verb","blow"
"doll","childhood","noun","childhood"
"doll","stuffed","verb","stuff"
"doll","animal","adjective","animal"
"doll","something","noun","something"
"doll","girl","noun","girl"
"doll","plays","verb","play"
"doll","dress","verb","dress"
"doll","something","noun","something"
"doll","child","noun","child"
"doll","plays","verb","play"
"doll","simulates","verb","simulate"
"doll","real","adjective","real"
"doll","child","noun","child"
"doll","small","adjective","small"
"doll","cloth","noun","cloth"
"doll","replica","noun","replica"
"doll","human","adjective","human"
"doll","small","adjective","small"
"doll","person","noun","person"
"doll","animal","adjective","animal"
"doll","scary","adjective","scary"
"doll","baby","noun","baby"
"doll","like","preposition","like"
"doll","features","noun","feature"
"doll","rag","verb","rag"
"doll","doll","noun","doll"
"doll","children","noun","child"
"doll","baby","noun","baby"
"doll","doll","noun","doll"
"doll","rag","noun","rag"
"doll","pretty","adverb","pretty"
"doll","long","adjective","long"
"doll","hair","noun","hair"
"doll","ply","noun","ply"
"doll","toy","noun","toy"
"doll","dress","noun","dress"
"doll","clothes","noun","clothes"
"doll","nails","noun","nail"
"doll","earrings","noun","earring"
"doll","pretty","adverb","pretty"
"doll","combing","verb","comb"
"doll","hair","noun","hair"
"doll","barbie","noun","barbie"
"doll","brat","noun","brat"
"doll","little","adjective","little"
"doll","girl","noun","girl"
"doll","pretty","adverb","pretty"
"doll","calming","verb","calm"
"doll","girly","adverb","girly"
"doll","played","verb","play"
"doll","associated","verb","associate"
"doll","children","noun","child"
"doll","toy","noun","toy"
"doll","play","noun","play"
"doll","child","noun","child"
"doll","barbie","noun","barbie"
"doll","play","verb","play"
"doll","toy","adjective","toy"
"doll","kids","noun","kid"
"doll","barbie","noun","barbie"
"doll","batman","noun","batman"
"doll","spider","noun","spider"
"doll","man","noun","man"
"doll","play","noun","play"
"doll","toy","noun","toy"
"doll","play","verb","play"
"doll","fake","adjective","fake"
"doll","girls","noun","girl"
"doll","little","adverb","little"
"doll","play","verb","play"
"doll","black","adjective","black"
"doll","white","adjective","white"
"doll","Asian","adjective","asian"
"doll","Hispanic","adjective","hispanic"
"doll","plastic","adjective","plastic"
"doll","new","adjective","new"
"doll","smile","noun","smile"
"doll","blink","noun","blink"
"doll","eyes","noun","eye"
"doll","dress","verb","dress"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","pink","adjective","pink"
"doll","hard","adjective","hard"
"doll","soft","adjective","soft"
"doll","hair","noun","hair"
"doll","plastic","noun","plastic"
"doll","easily","adverb","easily"
"doll","broken","verb","break"
"doll","plastic","adjective","plastic"
"doll","makeup","noun","makeup"
"doll","made","verb","make"
"doll","toy","noun","toy"
"doll","girls","noun","girl"
"doll","portrays","verb","portray"
"doll","little","adjective","little"
"doll","babies","noun","baby"
"doll","portrays","verb","portray"
"doll","characters","noun","character"
"doll","plastic","noun","plastic"
"doll","like","verb","like"
"doll","made","verb","make"
"doll","rubber","noun","rubber"
"doll","made","verb","make"
"doll","fibers","noun","fiber"
"doll","long","verb","long"
"doll","hair","noun","hair"
"doll","dress","noun","dress"
"doll","able","adjective","able"
"doll","movable","adjective","movable"
"doll","fun","noun","fun"
"doll","friends","noun","friend"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","creepy","adjective","creepy"
"doll","toys","noun","toy"
"doll","babies","verb","baby"
"doll","miniature","adjective","miniature"
"doll","people","noun","people"
"doll","miniature","adjective","miniature"
"doll","clothes","noun","clothes"
"doll","fake","adjective","fake"
"doll","hair","noun","hair"
"doll","barbie","noun","barbie"
"doll","fake","adjective","fake"
"doll","homes","noun","home"
"doll","plastic","adjective","plastic"
"doll","can","noun","can"
"doll","t","noun","t"
"doll","move","noun","move"
"doll","g-i","name","g i"
"doll","Joe","name","joe"
"doll","childhood","noun","childhood"
"doll","past","noun","past"
"doll","memories","noun","memory"
"doll","ken","verb","ken"
"doll","gifts","noun","gift"
"doll","toy","adjective","toy"
"doll","story","noun","story"
"doll","1","number","1"
"doll","2","number","2"
"doll","3","number","3"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","toys","noun","toy"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","hair","noun","hair"
"doll","wear","noun","wear"
"doll","dresses","noun","dress"
"doll","toy","adjective","toy"
"doll","fun","noun","fun"
"doll","play","verb","play"
"doll","collectible","adjective","collectible"
"doll","blonde","adjective","blonde"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","toy","noun","toy"
"doll","barbie","noun","barbie"
"doll","little","adjective","little"
"doll","girl","noun","girl"
"doll","scary","adjective","scary"
"doll","toy","noun","toy"
"doll","small","adjective","small"
"doll","plush","adjective","plush"
"doll","happy","adjective","happy"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","pretty","adverb","pretty"
"doll","children","noun","child"
"doll","play","verb","play"
"doll","play","noun","play"
"doll","dress","noun","dress"
"doll","toy","noun","toy"
"doll","pretty","adjective","pretty"
"doll","blonde","adjective","blonde"
"doll","dress","noun","dress"
"doll","toy","adjective","toy"
"doll","house","noun","house"
"doll","barbie","noun","barbie"
"doll","girls","noun","girl"
"doll","babies","noun","baby"
"doll","house","verb","house"
"doll","little","adjective","little"
"doll","girl","noun","girl"
"doll","dress","noun","dress"
"doll","blonde","adjective","blonde"
"doll","hair","noun","hair"
"doll","looks","verb","look"
"doll","like","preposition","like"
"doll","human","noun","human"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","hair","noun","hair"
"doll","arms","noun","arm"
"doll","legs","noun","leg"
"doll","clothes","noun","clothes"
"doll","accessories","noun","accessory"
"doll","hair","noun","hair"
"doll","plastic","noun","plastic"
"doll","girly","adjective","girly"
"doll","girls","noun","girl"
"doll","playhouse","noun","playhouse"
"doll","girls","noun","girl"
"doll","play","verb","play"
"doll","toys","noun","toy"
"doll","porcelain","noun","porcelain"
"doll","baby","noun","baby"
"doll","doll","noun","doll"
"doll","girls","noun","girl"
"doll","barbie","noun","barbie"
"doll","plastic","noun","plastic"
"doll","girls","noun","girl"
"doll","usually","adverb","usually"
"doll","wear","verb","wear"
"doll","dresses","noun","dress"
"doll","hair","noun","hair"
"doll","girl","noun","girl"
"doll","young","adjective","young"
"doll","white","adjective","white"
"doll","black","adjective","black"
"doll","girl","noun","girl"
"doll","pink","adjective","pink"
"doll","baby","noun","baby"
"doll","cry","noun","cry"
"doll","diapers","verb","diaper"
"doll","toy","adjective","toy"
"doll","white","adjective","white"
"doll","girl","noun","girl"
"doll","dress","noun","dress"
"doll","skirts","verb","skirt"
"doll","house","noun","house"
"doll","doll","noun","doll"
"doll","car","noun","car"
"doll","pretty","adverb","pretty"
"doll","long","adjective","long"
"doll","hair","noun","hair"
"doll","perfect","adjective","perfect"
"doll","shoes","noun","shoe"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","doll","noun","doll"
"doll","girl","noun","girl"
"doll","doll","noun","doll"
"doll","toy","noun","toy"
"doll","section","noun","section"
"doll","valuable","adjective","valuable"
"doll","clothes","noun","clothes"
"doll","doll","noun","doll"
"doll","cars","noun","car"
"doll","barbie","noun","barbie"
"doll","pretty","adverb","pretty"
"doll","stores","verb","store"
"doll","awl","noun","awl"
"doll","mart","noun","mart"
"doll","girl","noun","girl"
"doll","toy","noun","toy"
"doll","dress","verb","dress"
"doll","play","verb","play"
"doll","girl","noun","girl"
"doll","inanimate","adjective","inanimate"
"doll","creation","noun","creation"
"doll","girl","noun","girl"
"doll","barbie","noun","barbie"
"doll","dress","noun","dress"
"doll","hair","noun","hair"
"doll","sleep","noun","sleep"
"doll","g","noun","g"
"doll","Joe","name","joe"
"doll","functional","adjective","functional"
"doll","fake","adjective","fake"
"doll","toy","noun","toy"
"doll","girl","noun","girl"
"doll","dress-up","noun","dress up"
"doll","girls","noun","girl"
"doll","cute","adjective","cute"
"doll","barbie","noun","barbie"
"doll","cute","adjective","cute"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","play","verb","play"
"doll","small","adjective","small"
"doll","mini","adjective","mini"
"doll","clothes","noun","clothes"
"doll","bottles","noun","bottle"
"doll","cuddle","verb","cuddle"
"doll","little","adjective","little"
"doll","girl","noun","girl"
"doll","s","noun","s"
"doll","companion","noun","companion"
"doll","made","verb","make"
"doll","cloth","noun","cloth"
"doll","made","verb","make"
"doll","plastic","noun","plastic"
"doll","clothes","noun","clothes"
"doll","cotton","noun","cotton"
"doll","child","noun","child"
"doll","s","adjective","s"
"doll","toy","adjective","toy"
"doll","barbies","noun","barby"
"doll","girls","noun","girl"
"doll","dressing","verb","dress"
"doll","playing","verb","play"
"doll","barbie","noun","barbie"
"doll","beach","noun","beach"
"doll","house","noun","house"
"doll","Malibu","name","malibu"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","barbie","noun","barbie"
"doll","nick","noun","nick"
"doll","minaret","noun","minaret"
"doll","cabbage","noun","cabbage"
"doll","patch","noun","patch"
"doll","barbie","noun","barbie"
"doll","little","adjective","little"
"doll","sister","noun","sister"
"doll","toy","noun","toy"
"doll","barbie","noun","barbie"
"doll","GI","name","gi"
"doll","Joe","name","joe"
"doll","Polly","name","polly"
"doll","pockets","verb","pocket"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","fragile","adjective","fragile"
"doll","baby","noun","baby"
"doll","barbie","noun","barbie"
"doll","American","adjective","american"
"doll","girl","noun","girl"
"doll","doll","noun","doll"
"doll","girls","noun","girl"
"doll","little","adjective","little"
"doll","girls","noun","girl"
"doll","chuckle","verb","chuckle"
"doll","baby","noun","baby"
"doll","girl","noun","girl"
"doll","name","noun","name"
"doll","barbie","noun","barbie"
"doll","ken","noun","ken"
"doll","baby","noun","baby"
"doll","girl","noun","girl"
"doll","barbie","noun","barbie"
"doll","baby","noun","baby"
"doll","dress","verb","dress"
"doll","play","verb","play"
"doll","mom","noun","mom"
"doll","comforting","verb","comfort"
"doll","small","adjective","small"
"doll","large","adjective","large"
"doll","soft","adjective","soft"
"doll","babies","noun","baby"
"doll","kids","noun","kid"
"doll","adorable","adjective","adorable"
"doll","plastic","noun","plastic"
"doll","body","noun","body"
"doll","unblinking","adjective","unblinking"
"doll","eyes","noun","eye"
"doll","little","adjective","little"
"doll","clothes","noun","clothes"
"doll","antique","adjective","antique"
"doll","porcelain","noun","porcelain"
"doll","baby","noun","baby"
"doll","plastic","noun","plastic"
"doll","toys","noun","toy"
"doll","collectible","adjective","collectible"
"doll","object","noun","object"
"doll","play","verb","play"
"doll","miniature","adjective","miniature"
"doll","person","noun","person"
"doll","made","verb","make"
"doll","various","adjective","various"
"doll","materials","noun","material"
"doll","depending","verb","depend"
"doll","imitation","noun","imitation"
"doll","real","adjective","real"
"doll","living","noun","living"
"doll","thing","noun","thing"
"doll","action","noun","action"
"doll","figure","noun","figure"
"doll","weird","adjective","weird"
"doll","chuck","noun","chuck"
"doll","horror","noun","horror"
"doll","films","noun","film"
"doll","action","noun","action"
"doll","figure","verb","figure"
"doll","fragile","adjective","fragile"
"doll","playful","adjective","playful"
"doll","soft","adjective","soft"
"doll","entertaining","verb","entertain"
"doll","toy","adjective","toy"
"doll","girls","noun","girl"
"doll","barbies","noun","barby"
"doll","replica","noun","replica"
"doll","mini","adjective","mini"
"doll","mannequin","noun","mannequin"
"doll","outfits","noun","outfits"
"doll","hair","noun","hair"
"doll","item","noun","item"
"doll","children","noun","child"
"doll","usually","adverb","usually"
"doll","play","verb","play"
"doll","girls","noun","girl"
"doll","pretty","adverb","pretty"
"doll","girls","noun","girl"
"doll","toy","noun","toy"
"doll","action","noun","action"
"doll","figures","verb","figure"
"doll","little","adjective","little"
"doll","girl","noun","girl"
"doll","thatch","noun","thatch"
"doll","adorable","adjective","adorable"
"doll","child","noun","child"
"doll","toy","noun","toy"
"doll","play","verb","play"
"doll","used","verb","use"
"doll","imagination","noun","imagination"
"doll","expansion","noun","expansion"
"doll","wears","verb","wear"
"doll","dresses","noun","dress"
"doll","diapers","verb","diaper"
"doll","NULL ","name","null"
"dolphin","whale","noun","whale"
"dolphin","water","noun","water"
"dolphin","dwelling","noun","dwelling"
"dolphin","mammal","noun","mammal"
"dolphin","water","noun","water"
"dolphin","blue","adjective","blue"
"dolphin","smart","adjective","smart"
"dolphin","always","adverb","always"
"dolphin","happy","adjective","happy"
"dolphin","ocean","noun","ocean"
"dolphin","blue","noun","blue"
"dolphin","make","verb","make"
"dolphin","squeaky","adjective","squeaky"
"dolphin","noises","noun","noise"
"dolphin","nice","adjective","nice"
"dolphin","animal","noun","animal"
"dolphin","swim","noun","swim"
"dolphin","ocean","noun","ocean"
"dolphin","sea","noun","sea"
"dolphin","salt","noun","salt"
"dolphin","water","noun","water"
"dolphin","sand","noun","sand"
"dolphin","gray","adjective","gray"
"dolphin","smart","adjective","smart"
"dolphin","fish","noun","fish"
"dolphin","smartest","adjective","smart"
"dolphin","animal","adjective","animal"
"dolphin","lives","noun","life"
"dolphin","water","noun","water"
"dolphin","mammal","noun","mammal"
"dolphin","fish","noun","fish"
"dolphin","smart","adjective","smart"
"dolphin","animal","adjective","animal"
"dolphin","smart","adjective","smart"
"dolphin","mammal","noun","mammal"
"dolphin","make","verb","make"
"dolphin","love","noun","love"
"dolphin","pleasure","noun","pleasure"
"dolphin","strictly","adverb","strictly"
"dolphin","mate","verb","mate"
"dolphin","smart","adjective","smart"
"dolphin","gray","adjective","gray"
"dolphin","blue","adjective","blue"
"dolphin","fast","adjective","fast"
"dolphin","strong","adjective","strong"
"dolphin","pointy","adjective","pointy"
"dolphin","ocean","noun","ocean"
"dolphin","sharks","verb","shark"
"dolphin","smart","adjective","smart"
"dolphin","slick","adjective","slick"
"dolphin","beautiful","adjective","beautiful"
"dolphin","lives","noun","life"
"dolphin","ocean","noun","ocean"
"dolphin","rivers","noun","river"
"dolphin","sleek","verb","sleek"
"dolphin","intelligent","adjective","intelligent"
"dolphin","compared","verb","compare"
"dolphin","wet","verb","wet"
"dolphin","sea","noun","sea"
"dolphin","world","noun","world"
"dolphin","communicates","verb","communicate"
"dolphin","smooth","adjective","smooth"
"dolphin","jumps","noun","jump"
"dolphin","air","noun","air"
"dolphin","get","verb","get"
"dolphin","attention","noun","attention"
"dolphin","shark","noun","shark"
"dolphin","promethium","noun","promethium"
"dolphin","Cancun","name","cancun"
"dolphin","swimming","noun","swimming"
"dolphin","porpoise","noun","porpoise"
"dolphin","happy","adjective","happy"
"dolphin","Grey","name","grey"
"dolphin","dorsal","adjective","dorsal"
"dolphin","fin","noun","fin"
"dolphin","quick","adjective","quick"
"dolphin","ocean","noun","ocean"
"dolphin","animal","noun","animal"
"dolphin","graceful","adjective","graceful"
"dolphin","ocean","noun","ocean"
"dolphin","mammal","noun","mammal"
"dolphin","air","noun","air"
"dolphin","fish","noun","fish"
"dolphin","ocean","noun","ocean"
"dolphin","jumping","verb","jump"
"dolphin","glides","noun","glide"
"dolphin","water","noun","water"
"dolphin","ocean","noun","ocean"
"dolphin","fun","noun","fun"
"dolphin","can","modal","can"
"dolphin","swim","verb","swim"
"dolphin","sea","noun","sea"
"dolphin","world","noun","world"
"dolphin","ocean","noun","ocean"
"dolphin","flipper","noun","flipper"
"dolphin","mama","noun","mama"
"dolphin","fins","verb","fin"
"dolphin","cute","adjective","cute"
"dolphin","ocean","noun","ocean"
"dolphin","cute","adjective","cute"
"dolphin","mammal","noun","mammal"
"dolphin","fish","noun","fish"
"dolphin","blow","noun","blow"
"dolphin","hole","noun","hole"
"dolphin","likable","adjective","likable"
"dolphin","wet","adjective","wet"
"dolphin","ocean","noun","ocean"
"dolphin","blue","adjective","blue"
"dolphin","slimy","adjective","slimy"
"dolphin","swimming","noun","swimming"
"dolphin","ocean","noun","ocean"
"dolphin","Miami","name","miami"
"dolphin","water","noun","water"
"dolphin","ocean","noun","ocean"
"dolphin","mammal","noun","mammal"
"dolphin","water","noun","water"
"dolphin","loving","verb","love"
"dolphin","nice","adjective","nice"
"dolphin","cute","adjective","cute"
"dolphin","hope","noun","hope"
"dolphin","smart","adjective","smart"
"dolphin","mammal","noun","mammal"
"dolphin","water","noun","water"
"dolphin","protection","noun","protection"
"dolphin","smart","adjective","smart"
"dolphin","can","modal","can"
"dolphin","trained","verb","train"
"dolphin","mammal","noun","mammal"
"dolphin","swims","noun","swim"
"dolphin","mammal","noun","mammal"
"dolphin","lives","verb","live"
"dolphin","underwater","adjective","underwater"
"dolphin","eats","noun","eats"
"dolphin","fish","noun","fish"
"dolphin","protects","verb","protect"
"dolphin","humans","noun","human"
"dolphin","playful","adjective","playful"
"dolphin","dorsal","adjective","dorsal"
"dolphin","fins","noun","fin"
"dolphin","snout","noun","snout"
"dolphin","gills","verb","gill"
"dolphin","tail","adverb","tail"
"dolphin","fin","verb","fin"
"dolphin","smooth","adjective","smooth"
"dolphin","silky","adjective","silky"
"dolphin","skin","noun","skin"
"dolphin","mammal","noun","mammal"
"dolphin","intelligent","adjective","intelligent"
"dolphin","friendly","adjective","friendly"
"dolphin","slick","adjective","slick"
"dolphin","shiny","adjective","shiny"
"dolphin","mammal","noun","mammal"
"dolphin","fun","noun","fun"
"dolphin","gray","adjective","gray"
"dolphin","noisy","adjective","noisy"
"dolphin","show","noun","show"
"dolphin","jump","noun","jump"
"dolphin","mammal","noun","mammal"
"dolphin","fish","noun","fish"
"dolphin","fins","verb","fin"
"dolphin","mammal","noun","mammal"
"dolphin","mammal","noun","mammal"
"dolphin","mammal","noun","mammal"
"dolphin","water","noun","water"
"dolphin","ocean","noun","ocean"
"dolphin","beak","noun","beak"
"dolphin","swim","verb","swim"
"dolphin","protective","adjective","protective"
"dolphin","jumps","noun","jump"
"dolphin","mama","noun","mama"
"dolphin","ocean","noun","ocean"
"dolphin","smart","adjective","smart"
"dolphin","lives","noun","life"
"dolphin","water","noun","water"
"dolphin","predator","noun","predator"
"dolphin","friendly","adjective","friendly"
"dolphin","lives","noun","life"
"dolphin","water","noun","water"
"dolphin","lives","verb","live"
"dolphin","ocean","noun","ocean"
"dolphin","salt","noun","salt"
"dolphin","water","noun","water"
"dolphin","fish","noun","fish"
"dolphin","Grey","name","grey"
"dolphin","body","noun","body"
"dolphin","fins","verb","fin"
"dolphin","lives","noun","life"
"dolphin","ocean","noun","ocean"
"dolphin","mammal","noun","mammal"
"dolphin","sea","noun","sea"
"dolphin","world","noun","world"
"dolphin","intelligent","adjective","intelligent"
"dolphin","pods","noun","pod"
"dolphin","can","modal","can"
"dolphin","recognize","verb","recognize"
"dolphin","mirror","noun","mirror"
"dolphin","lives","verb","live"
"dolphin","ocean","noun","ocean"
"dolphin","blue","adjective","blue"
"dolphin","white","adjective","white"
"dolphin","big","adjective","big"
"dolphin","nose","noun","nose"
"dolphin","slimy","adjective","slimy"
"dolphin","lives","noun","life"
"dolphin","ocean","noun","ocean"
"dolphin","blue","noun","blue"
"dolphin","fins","noun","fin"
"dolphin","snout","noun","snout"
"dolphin","barks","noun","bark"
"dolphin","saves","verb","save"
"dolphin","people","noun","people"
"dolphin","tail","adverb","tail"
"dolphin","lived","verb","live"
"dolphin","ocean","noun","ocean"
"dolphin","animal","adjective","animal"
"dolphin","lives","noun","life"
"dolphin","ocean","noun","ocean"
"dolphin","Grey","name","grey"
"dolphin","eats","noun","eats"
"dolphin","fish","noun","fish"
"dolphin","fins","noun","fin"
"dolphin","jumps","verb","jump"
"dolphin","water","noun","water"
"dolphin","animal","noun","animal"
"dolphin","mammal","noun","mammal"
"dolphin","lives","verb","live"
"dolphin","ocean","noun","ocean"
"dolphin","swims","verb","swim"
"dolphin","pods","noun","pod"
"dolphin","eats","verb","eat"
"dolphin","fish","noun","fish"
"dolphin","intelligent","adjective","intelligent"
"dolphin","water","noun","water"
"dolphin","mammal","noun","mammal"
"dolphin","ocean","noun","ocean"
"dolphin","mammal","noun","mammal"
"dolphin","intelligent","adjective","intelligent"
"dolphin","dorsal","adjective","dorsal"
"dolphin","fin","noun","fin"
"dolphin","snout","noun","snout"
"dolphin","leathery","adjective","leathery"
"dolphin","can","modal","can"
"dolphin","trained","verb","train"
"dolphin","tricks","noun","trick"
"dolphin","smart","adverb","smart"
"dolphin","speak","verb","speak"
"dolphin","clicks","noun","click"
"dolphin","whistles","noun","whistle"
"dolphin","Grey","name","grey"
"dolphin","bottle","noun","bottle"
"dolphin","nose","noun","nose"
"dolphin","flipper","noun","flipper"
"dolphin","dorsal","adjective","dorsal"
"dolphin","fin","noun","fin"
"dolphin","friendly","adjective","friendly"
"dolphin","gray","noun","gray"
"dolphin","fin","noun","fin"
"dolphin","pointed","adjective","pointed"
"dolphin","mouth","noun","mouth"
"dolphin","lives","noun","life"
"dolphin","water","noun","water"
"dolphin","football","noun","football"
"dolphin","Dan","name","dan"
"dolphin","marine","adjective","marine"
"dolphin","ocean","noun","ocean"
"dolphin","Florida","name","florida"
"dolphin","wet","adjective","wet"
"dolphin","loud","adjective","loud"
"dolphin","friendly","adjective","friendly"
"dolphin","Florida","name","florida"
"dolphin","animal","noun","animal"
"dolphin","sea","noun","sea"
"dolphin","world","noun","world"
"dolphin","ocean","noun","ocean"
"dolphin","flipper","noun","flipper"
"dolphin","fish","noun","fish"
"dolphin","water","noun","water"
"dolphin","fun","noun","fun"
"dolphin","fish","noun","fish"
"dolphin","trained","verb","train"
"dolphin","Walt","name","walt"
"dolphin","Disney","name","disney"
"dolphin","world","noun","world"
"dolphin","fish","noun","fish"
"dolphin","swims","noun","swim"
"dolphin","breathes","verb","breathe"
"dolphin","air","noun","air"
"dolphin","slick","adjective","slick"
"dolphin","slimy","adjective","slimy"
